state,year,Trump,Clinton,Other,Undecided,poll_slug,survey_house,start_date,end_date,question_text,sample_subpopulation,observations,margin_of_error,mode,partisanship,partisan_affiliation,Johnson,McMullin
north-carolina,2016,43,47,NA,3,surveymonkey-26441,SurveyMonkey,2016-10-18,2016-10-24,NA,Likely Voters,1825,NA,Internet,Nonpartisan,None,7,NA
north-carolina,2016,39,46,1,6,nyt-upshot-siena-26410,NYT Upshot/Siena,2016-10-20,2016-10-23,NA,Likely Voters,792,3.5,Live Phone,Nonpartisan,None,8,NA
north-carolina,2016,46,47,1,2,monmouth-university-26395,Monmouth University,2016-10-20,2016-10-23,"If the election for President was today, would you vote for Donald Trump the Republican, Hillary Clinton the Democrat, or Gary Johnson the Libertarian?",Likely Voters,402,4.9,Live Phone,Nonpartisan,None,4,NA
north-carolina,2016,44,47,NA,5,ppp-d--26393,PPP (D),2016-10-21,2016-10-22,"The candidates for President are Democrat Hillary Clinton, Republican Donald Trump, and Libertarian Gary Johnson. If the election was today, who would you vote for?",Likely Voters,875,3.3,IVR/Online,Pollster,Dem,4,NA
north-carolina,2016,47,44,1,5,remington-research-group-r-axiom-strategies-26421,Remington Research Group (R)/Axiom Strategies,2016-10-20,2016-10-22,NA,Likely Voters,1764,2.33,IVR/Live Phone,Sponsor,Rep,3,NA
north-carolina,2016,41,42,2,7,lucid-the-times-picayune-26405,Lucid/The Times-Picayune,2016-10-17,2016-10-18,NA,Likely Voters,924,NA,Internet,Nonpartisan,None,8,NA
north-carolina,2016,43,45,1,6,civitas-r--26283,Civitas (R),2016-10-14,2016-10-17,NA,Likely Voters,600,4,Live Phone,Pollster,Rep,5,NA
north-carolina,2016,44,46,NA,4,surveyusa-twc-news-north-carolina-26268,SurveyUSA/TWC News North Carolina,2016-10-14,2016-10-17,NA,Likely Voters,651,3.9,IVR/Online,Nonpartisan,None,6,NA
north-carolina,2016,48,48,4,NA,upi-cvoter-26321,UPI/CVOTER,2016-10-09,2016-10-16,NA,Likely Voters,350,NA,Internet,Nonpartisan,None,NA,NA
north-carolina,2016,43,51,NA,7,washpost-surveymonkey-26244,WashPost/SurveyMonkey,2016-10-08,2016-10-16,NA,Likely Voters,1191,NA,Internet,Nonpartisan,None,NA,NA
north-carolina,2016,47,48,1,0,cnn-26202,CNN,2016-10-10,2016-10-15,"Suppose that the presidential election were being held today and you had to choose between Hillary Clinton and Tim Kaine as the Democratic Party’s candidates, Donald Trump and Mike Pence as the Republican Party’s candidates, and Gary Johnson and Bill Weld as the Libertarian Party’s candidates. Who would you be more likely to vote for?",Likely Voters,788,3.5,Live Phone,Nonpartisan,None,4,NA
north-carolina,2016,42,46,NA,12,ipsos-reuters-26344,Ipsos/Reuters,2016-09-23,2016-10-13,NA,Likely Voters,2059,NA,Internet,Nonpartisan,None,NA,NA
north-carolina,2016,43,48,6,3,nbc-wsj-marist-26167,NBC/WSJ/Marist,2016-10-10,2016-10-12,"If November's presidential election were held today, whom would you support if the candidates are:",Likely Voters,743,3.6,Live Phone,Nonpartisan,None,NA,NA
north-carolina,2016,43,45,NA,7,suffolk-26158,Suffolk,2016-10-10,2016-10-12,NA,Likely Voters,500,4.4,Live Phone,Nonpartisan,None,5,NA
north-carolina,2016,42,43,NA,6,high-point-university-26020,High Point University,2016-10-01,2016-10-06,"If the election for President of the United States were held today would you be voting for Republican Donald Trump, Democrat Hillary Clinton, or Libertarian Gary Johnson?",Likely Voters,479,4.5,Live Phone,Nonpartisan,None,8,NA
north-carolina,2016,44,46,NA,6,surveyusa-wral-news-25957,SurveyUSA/WRAL News,2016-09-29,2016-10-03,NA,Likely Voters,656,3.9,IVR/Online,Nonpartisan,None,5,NA
north-carolina,2016,45,46,4,5,bloomberg-selzer-25849,Bloomberg/Selzer,2016-09-29,2016-10-02,NA,Likely Voters,805,3.5,Live Phone,Nonpartisan,None,NA,NA
north-carolina,2016,43,46,1,3,quinnipiac-25844,Quinnipiac,2016-09-27,2016-10-02,"If the presidential election were being held today, and the candidates were Hillary Clinton and Tim Kaine the Democrats, Donald Trump and Mike Pence the Republicans, and Gary Johnson and Bill Weld the Libertarians, for whom would you vote?",Likely Voters,507,4.4,Live Phone,Nonpartisan,None,7,NA
north-carolina,2016,50,46,5,NA,upi-cvoter-25930,UPI/CVOTER,2016-09-19,2016-10-02,NA,Likely Voters,773,NA,Internet,Nonpartisan,None,NA,NA
north-carolina,2016,39,45,1,6,elon-25950,Elon,2016-09-27,2016-09-30,"If the presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, and Gary Johnson, the Libertarian, who would you vote for?",Likely Voters,660,3.81,Live Phone,Nonpartisan,None,9,NA
north-carolina,2016,42,44,NA,7,ppp-d-vote-vets-action-fund--25797,PPP (D-Vote Vets Action Fund),2016-09-27,2016-09-28,"The candidates for President are Democrat Hillary Clinton, Republican Donald Trump, and Libertarian Gary Johnson. If the election was today, who would you vote for?",Likely Voters,861,3.3,IVR/Online,Pollster,Dem,7,NA
north-carolina,2016,35,38,10,11,the-meredith-college-poll-25726,The Meredith College Poll,2016-09-18,2016-09-22,NA,Registered Voters,487,4.43,Live Phone,Nonpartisan,None,6,NA
north-carolina,2016,42,43,NA,6,high-point-university-25656,High Point University,2016-09-17,2016-09-22,"If the election for President of the United States were held today would you be voting for Republican Donald Trump, Democrat Hillary Clinton, or Libertarian Gary Johnson?",Likely Voters,404,4.9,Live Phone,Nonpartisan,None,10,NA
north-carolina,2016,43,49,NA,8,ipsos-reuters-25712,Ipsos/Reuters,2016-09-02,2016-09-22,NA,Likely Voters,520,NA,Internet,Nonpartisan,None,NA,NA
north-carolina,2016,45,40,1,8,fox-news-25608,Fox News,2016-09-18,2016-09-20,NA,Likely Voters,734,3.5,Live Phone,Nonpartisan,None,6,NA
north-carolina,2016,45,43,NA,7,ppp-d--25591,PPP (D),2016-09-18,2016-09-20,"The candidates for President are Democrat Hillary Clinton, Republican Donald Trump, and Libertarian Gary Johnson If the election were today, who would you vote for?",Likely Voters,1024,3.1,IVR/Online,Pollster,Dem,6,NA
north-carolina,2016,43,45,2,11,nyt-upshot-siena-25611,NYT Upshot/Siena,2016-09-16,2016-09-19,NA,Likely Voters,782,3.6,Live Phone,Nonpartisan,None,NA,NA
north-carolina,2016,40,44,3,3,gqr-d-democracy-corps-wvwv--25637,GQR (D-Democracy Corps/WVWV),2016-09-10,2016-09-19,"I know it's a long way off, but thinking about the election for President in November, if the election for President were held today, would you vote for -- Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson or Green Party Candidate Jill Stein?",Likely Voters,400,4.9,Live Phone,Sponsor,Dem,9,NA
north-carolina,2016,44,43,1,6,elon-25579,Elon,2016-09-12,2016-09-16,"If the presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, and Gary Johnson, the Libertarian, who would you vote for?",Likely Voters,644,3.86,Live Phone,Nonpartisan,None,6,NA
north-carolina,2016,42,42,NA,9,civitas-r--25497,Civitas (R),2016-09-11,2016-09-12,"If the election for President were being held today and you had to make a choice, for whom would you vote?",Likely Voters,600,4,Live Phone,Pollster,Rep,5,NA
north-carolina,2016,44,41,NA,11,suffolk-25424,Suffolk,2016-09-05,2016-09-07,NA,Likely Voters,500,4.4,Live Phone,Nonpartisan,None,4,NA
north-carolina,2016,43,47,2,8,quinnipiac-25430,Quinnipiac,2016-08-29,2016-09-07,"If the election for President were being held today, and the candidates were Hillary Clinton the Democrat and Donald Trump the Republican, for whom would you vote?",Likely Voters,751,3.6,Live Phone,Nonpartisan,None,NA,NA
north-carolina,2016,42,46,3,4,cbs-yougov-25338,CBS/YouGov,2016-08-30,2016-09-02,NA,Likely Voters,1088,4,Internet,Nonpartisan,None,4,NA
north-carolina,2016,46,46,NA,8,washpost-surveymonkey-25383,WashPost/SurveyMonkey,2016-08-09,2016-09-01,NA,Registered Voters,2552,NA,Internet,Nonpartisan,None,NA,NA
north-carolina,2016,44,45,NA,12,ppp-d-nelp--25318,PPP (D-NELP),2016-08-26,2016-08-27,"The candidates for President are Democrat Hillary Clinton and Republican Donald Trump. If the election were today, who would you vote for?",Likely Voters,1177,2.9,IVR/Online,Sponsor,Dem,NA,NA
north-carolina,2016,42,44,1,6,monmouth-university-25250,Monmouth University,2016-08-20,2016-08-23,"If the election for President was today, would you vote for Donald Trump the Republican, Hillary Clinton the Democrat, or Gary Johnson the Libertarian? If you had to vote for one of the following candidates at this moment, who do you lean toward – Donald Trump or Hillary Clinton?",Likely Voters,401,4,Live Phone,Nonpartisan,None,7,NA
north-carolina,2016,47,48,4,1,cnn-25253,CNN,2016-08-18,2016-08-23,"Suppose that the presidential election were being held today and you had to choose between Hillary Clinton and Tim Kaine as the Democratic Party’s candidates, and Donald Trump and Mike Pence as the Republican Party’s candidates. Who would you be more likely to vote for?",Likely Voters,803,3.5,Live Phone,Nonpartisan,None,NA,NA
north-carolina,2016,43,44,NA,13,gravis-marketing-25221,Gravis Marketing,2016-08-15,2016-08-17,"If you had to vote today in a matchup between Hillary Clinton and Donald Trump, who would you vote for?",Registered Voters,723,3.6,IVR/Online,Nonpartisan,None,NA,NA
north-carolina,2016,39,48,7,7,nbc-wsj-marist-25149,NBC/WSJ/Marist,2016-08-04,2016-08-10,"If November's presidential election were held today, whom would you support if the candidates are:",Registered Voters,921,3.2,Live Phone,Nonpartisan,None,NA,NA
north-carolina,2016,41,43,2,8,ppp-d--25097,PPP (D),2016-08-05,2016-08-07,"The candidates for President are Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein. If the election was today, who would you vote for?",Likely Voters,830,3.4,IVR/Online,Pollster,Dem,7,NA
north-carolina,2016,46,42,NA,7,surveyusa-civitas-r--25053,SurveyUSA/Civitas (R),2016-07-31,2016-08-02,"If the election for President of the United States were today, and you were filling out your ballot right now, who would you vote for? Republican Donald Trump? Democrat Hillary Clinton? Or Libertarian Gary Johnson?",Likely Voters,400,5,IVR/Online,Sponsor,Rep,6,NA
north-carolina,2016,38,44,12,6,nbc-wsj-marist-24893,NBC/WSJ/Marist,2016-07-05,2016-07-11,"If November's presidential election were held today, whom would you support if the candidates are:",Registered Voters,907,3.3,Live Phone,Nonpartisan,None,NA,NA
north-carolina,2016,42,44,6,7,cbs-yougov-24769,CBS/YouGov,2016-06-21,2016-06-24,NA,Likely Voters,988,4.4,Internet,Nonpartisan,None,NA,NA
north-carolina,2016,43,43,6,7,ppp-d--24758,PPP (D),2016-06-20,2016-06-21,"The candidates for President are Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein. If the election was today, who would you vote for?",Likely Voters,947,3.2,IVR/Online,Pollster,Dem,NA,NA
north-carolina,2016,41,51,5,3,gqr-d-democracy-corps-women-s-voices-women-vote--24844,GQR (D-Democracy Corps/Women's Voices Women Vote),2016-06-11,2016-06-20,NA,Likely Voters,300,5.66,Live Phone,Sponsor,Dem,NA,NA
north-carolina,2016,39,36,10,11,civitas-r--24565,Civitas (R),2016-05-21,2016-05-23,NA,Likely Voters,600,4,Live Phone,Pollster,Rep,NA,NA
north-carolina,2016,43,41,5,11,ppp-d--24552,PPP (D),2016-05-20,2016-05-22,"If the candidates for President this fall were Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein, who would you vote for?",Likely Voters,928,3.2,IVR/Online,Pollster,Dem,NA,NA
north-carolina,2016,37,49,2,12,civitas-r--24421,Civitas (R),2016-04-23,2016-04-25,NA,Likely Voters,600,4,Live Phone,Pollster,Rep,NA,NA
north-carolina,2016,44,44,NA,12,ppp-d--24386,PPP (D),2016-04-22,2016-04-24,NA,Likely Voters,960,3.2,IVR/Online,Pollster,Dem,NA,NA
north-carolina,2016,39,45,14,3,elon-24309,Elon,2016-04-10,2016-04-15,NA,Registered Voters,621,3.93,Live Phone,Nonpartisan,None,NA,NA
north-carolina,2016,42,44,NA,14,ppp-d--24132,PPP (D),2016-03-18,2016-03-20,NA,Likely Voters,843,3.4,IVR/Online,Pollster,Dem,NA,NA
north-carolina,2016,49,42,NA,9,surveyusa-high-point-university-24055,SurveyUSA/High Point University,2016-03-09,2016-03-10,NA,Likely Voters,1576,2.5,IVR/Online,Nonpartisan,None,NA,NA
north-carolina,2016,41,47,9,4,elon-23831,Elon,2016-02-15,2016-02-19,NA,Likely Voters,1530,2.51,Live Phone,Nonpartisan,None,NA,NA
north-carolina,2016,44,43,NA,13,ppp-d--23843,PPP (D),2016-02-14,2016-02-16,NA,Likely Voters,1291,2.7,IVR/Online,Pollster,Dem,NA,NA
north-carolina,2016,45,43,NA,13,surveyusa-twc-news-north-carolina-23837,SurveyUSA/TWC News North Carolina,2016-02-14,2016-02-16,NA,Likely Voters,1250,2.8,IVR/Online,Nonpartisan,None,NA,NA
north-carolina,2016,45,43,NA,12,ppp-d--23535,PPP (D),2016-01-18,2016-01-19,NA,Likely Voters,948,2.8,IVR/Online,Pollster,Dem,NA,NA
north-carolina,2016,47,43,NA,10,ppp-d--23277,PPP (D),2015-12-05,2015-12-07,NA,Likely Voters,1214,2.8,IVR/Online,Pollster,Dem,NA,NA
north-carolina,2016,40,50,8,3,elon-23075,Elon,2015-10-29,2015-11-02,NA,Likely Voters,1040,3,Live Phone,Nonpartisan,None,NA,NA
north-carolina,2016,48,42,NA,10,ppp-d--23002,PPP (D),2015-10-23,2015-10-25,NA,Likely Voters,893,3.3,IVR/Online,Pollster,Dem,NA,NA
north-carolina,2016,43,47,NA,11,civitas-r--22883,Civitas (R),2015-09-28,2015-09-30,NA,Registered Voters,600,4,Live Phone,Pollster,Rep,NA,NA
north-carolina,2016,47,42,NA,12,ppp-d--22812,PPP (D),2015-09-24,2015-09-27,NA,Likely Voters,1268,2.8,IVR/Online,Pollster,Dem,NA,NA
north-carolina,2016,40,47,10,3,elon-22796,Elon,2015-09-17,2015-09-21,NA,Registered Voters,1075,3,Live Phone,Nonpartisan,None,NA,NA
north-carolina,2016,45,42,NA,14,ppp-d--22577,PPP (D),2015-08-12,2015-08-16,NA,Likely Voters,957,3.2,IVR/Online,Pollster,Dem,NA,NA
north-carolina,2016,44,47,NA,9,ppp-d--22353,PPP (D),2015-07-02,2015-07-06,NA,Likely Voters,529,4.3,IVR/Online,Pollster,Dem,NA,NA
north-dakota,2016,57,29,11,2,surveymonkey-26807,SurveyMonkey,2016-11-01,2016-11-07,NA,Likely Voters,313,NA,Internet,Nonpartisan,None,NA,NA
north-dakota,2016,55,39,7,NA,upi-cvoter-26793,UPI/CVOTER,2016-10-30,2016-11-06,NA,Likely Voters,307,NA,Internet,Nonpartisan,None,NA,NA
